"Class","Spec","Talent","Talent.Level","Spec.Class"
"Druid","Guardian","Mass Entanglement","","Guardian.Druid"
"Druid","Guardian","Incarnation: Guardian of Ursoc","","Guardian.Druid"
"Druid","Guardian","Survival of the Fittest","","Guardian.Druid"
"Druid","Guardian","Rend and Tear","","Guardian.Druid"
"Priest","Holy","Trail of Light","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Binding Heals","","Holy.Priest"
"Priest","Holy","Shining Force","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Holy Word: Salvation","","Holy.Priest"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Subterfuge","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Priest","Holy","Trail of Light","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Binding Heals","","Holy.Priest"
"Priest","Holy","Censure","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Holy Word: Salvation","","Holy.Priest"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Shield Discipline","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Demonic Calling","","Demonology.Warlock"
"Warlock","Demonology","Dark Pact","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Mortal Coil","","Demonology.Warlock"
"Warlock","Demonology","Grimoire: Felguard","","Demonology.Warlock"
"Warlock","Demonology","Demonic Consumption","","Demonology.Warlock"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Stellar Drift","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Shaman","Elemental","Echo of the Elements","","Elemental.Shaman"
"Shaman","Elemental","Echoing Shock","","Elemental.Shaman"
"Shaman","Elemental","Spirit Wolf","","Elemental.Shaman"
"Shaman","Elemental","Master of the Elements","","Elemental.Shaman"
"Shaman","Elemental","Nature's Guardian","","Elemental.Shaman"
"Shaman","Elemental","Primal Elementalist","","Elemental.Shaman"
"Shaman","Elemental","Stormkeeper","","Elemental.Shaman"
"Druid","Guardian","Brambles","","Guardian.Druid"
"Druid","Guardian","Wild Charge","","Guardian.Druid"
"Druid","Guardian","Balance Affinity","","Guardian.Druid"
"Druid","Guardian","Heart of the Wild","","Guardian.Druid"
"Druid","Guardian","Incarnation: Guardian of Ursoc","","Guardian.Druid"
"Druid","Guardian","Survival of the Fittest","","Guardian.Druid"
"Druid","Guardian","Rend and Tear","","Guardian.Druid"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Solstice","","Balance.Druid"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Shuriken Tornado","","Subtlety.Rogue"
"Warrior","Fury","Sudden Death","","Fury.Warrior"
"Warrior","Fury","Storm Bolt","","Fury.Warrior"
"Warrior","Fury","Frenzy","","Fury.Warrior"
"Warrior","Fury","Warpaint","","Fury.Warrior"
"Warrior","Fury","Cruelty","","Fury.Warrior"
"Warrior","Fury","Bladestorm","","Fury.Warrior"
"Warrior","Fury","Anger Management","","Fury.Warrior"
"Monk","Mistweaver","Mist Wrap","","Mistweaver.Monk"
"Monk","Mistweaver","Chi Torpedo","","Mistweaver.Monk"
"Monk","Mistweaver","Mana Tea","","Mistweaver.Monk"
"Monk","Mistweaver","Ring of Peace","","Mistweaver.Monk"
"Monk","Mistweaver","Healing Elixir","","Mistweaver.Monk"
"Monk","Mistweaver","Summon Jade Serpent Statue","","Mistweaver.Monk"
"Monk","Mistweaver","Focused Thunder","","Mistweaver.Monk"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"DeathKnight","Unholy","Infected Claws","","Unholy.DeathKnight"
"DeathKnight","Unholy","Unholy Blight","","Unholy.DeathKnight"
"DeathKnight","Unholy","Death's Reach","","Unholy.DeathKnight"
"DeathKnight","Unholy","Harbinger of Doom","","Unholy.DeathKnight"
"DeathKnight","Unholy","Spell Eater","","Unholy.DeathKnight"
"DeathKnight","Unholy","Unholy Pact","","Unholy.DeathKnight"
"DeathKnight","Unholy","Army of the Damned","","Unholy.DeathKnight"
"Warlock","Destruction","Flashover","","Destruction.Warlock"
"Warlock","Destruction","Shadowburn","","Destruction.Warlock"
"Warlock","Destruction","Dark Pact","","Destruction.Warlock"
"Warlock","Destruction","Cataclysm","","Destruction.Warlock"
"Warlock","Destruction","Mortal Coil","","Destruction.Warlock"
"Warlock","Destruction","Roaring Blaze","","Destruction.Warlock"
"Warlock","Destruction","Dark Soul: Instability","","Destruction.Warlock"
"Priest","Discipline","Castigation","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Paladin","Retribution","Zeal","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Eye for an Eye","","Retribution.Paladin"
"Paladin","Retribution","Divine Purpose","","Retribution.Paladin"
"Paladin","Retribution","Seraphim","","Retribution.Paladin"
"Paladin","Retribution","Healing Hands","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Rogue","Assassination","Master Poisoner","","Assassination.Rogue"
"Rogue","Assassination","Nightstalker","","Assassination.Rogue"
"Rogue","Assassination","Marked for Death","","Assassination.Rogue"
"Rogue","Assassination","Cheat Death","","Assassination.Rogue"
"Rogue","Assassination","Internal Bleeding","","Assassination.Rogue"
"Rogue","Assassination","Alacrity","","Assassination.Rogue"
"Rogue","Assassination","Poison Bomb","","Assassination.Rogue"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"DeathKnight","Blood","Tombstone","","Blood.DeathKnight"
"DeathKnight","Blood","Hemostasis","","Blood.DeathKnight"
"DeathKnight","Blood","Foul Bulwark","","Blood.DeathKnight"
"DeathKnight","Blood","Will of the Necropolis","","Blood.DeathKnight"
"DeathKnight","Blood","Grip of the Dead","","Blood.DeathKnight"
"DeathKnight","Blood","Bloodworms","","Blood.DeathKnight"
"DeathKnight","Blood","Red Thirst","","Blood.DeathKnight"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Stellar Drift","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Warrior","Arms","Sudden Death","","Arms.Warrior"
"Warrior","Arms","Storm Bolt","","Arms.Warrior"
"Warrior","Arms","Massacre","","Arms.Warrior"
"Warrior","Arms","Defensive Stance","","Arms.Warrior"
"Warrior","Arms","Warbreaker","","Arms.Warrior"
"Warrior","Arms","Avatar","","Arms.Warrior"
"Warrior","Arms","Dreadnaught","","Arms.Warrior"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Demonic Calling","","Demonology.Warlock"
"Warlock","Demonology","Demon Skin","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Mortal Coil","","Demonology.Warlock"
"Warlock","Demonology","Soul Conduit","","Demonology.Warlock"
"Warlock","Demonology","Demonic Consumption","","Demonology.Warlock"
"Priest","Shadow","Unfurling Darkness","","Shadow.Priest"
"Priest","Shadow","Body and Soul","","Shadow.Priest"
"Priest","Shadow","Misery","","Shadow.Priest"
"Priest","Shadow","Psychic Horror","","Shadow.Priest"
"Priest","Shadow","Shadow Crash","","Shadow.Priest"
"Priest","Shadow","Void Torrent","","Shadow.Priest"
"Priest","Shadow","Hungering Void","","Shadow.Priest"
"Warlock","Affliction","Inevitable Demise","","Affliction.Warlock"
"Warlock","Affliction","Writhe in Agony","","Affliction.Warlock"
"Warlock","Affliction","Dark Pact","","Affliction.Warlock"
"Warlock","Affliction","Phantom Singularity","","Affliction.Warlock"
"Warlock","Affliction","Mortal Coil","","Affliction.Warlock"
"Warlock","Affliction","Grimoire of Sacrifice","","Affliction.Warlock"
"Warlock","Affliction","Dark Soul: Misery","","Affliction.Warlock"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Stellar Drift","","Balance.Druid"
"Druid","Balance","New Moon","","Balance.Druid"
"Druid","Guardian","Brambles","","Guardian.Druid"
"Druid","Guardian","Wild Charge","","Guardian.Druid"
"Druid","Guardian","Balance Affinity","","Guardian.Druid"
"Druid","Guardian","Mass Entanglement","","Guardian.Druid"
"Druid","Guardian","Incarnation: Guardian of Ursoc","","Guardian.Druid"
"Druid","Guardian","Survival of the Fittest","","Guardian.Druid"
"Druid","Guardian","Rend and Tear","","Guardian.Druid"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Glaive Tempest","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unleashed Power","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Monk","Mistweaver","Mist Wrap","","Mistweaver.Monk"
"Monk","Mistweaver","Chi Torpedo","","Mistweaver.Monk"
"Monk","Mistweaver","Mana Tea","","Mistweaver.Monk"
"Monk","Mistweaver","Ring of Peace","","Mistweaver.Monk"
"Monk","Mistweaver","Healing Elixir","","Mistweaver.Monk"
"Monk","Mistweaver","Summon Jade Serpent Statue","","Mistweaver.Monk"
"Monk","Mistweaver","Focused Thunder","","Mistweaver.Monk"
"Shaman","Restoration","Unleash Life","","Restoration.Shaman"
"Shaman","Restoration","Echo of the Elements","","Restoration.Shaman"
"Shaman","Restoration","Earthgrab Totem","","Restoration.Shaman"
"Shaman","Restoration","Earthen Wall Totem","","Restoration.Shaman"
"Shaman","Restoration","Nature's Guardian","","Restoration.Shaman"
"Shaman","Restoration","Flash Flood","","Restoration.Shaman"
"Shaman","Restoration","Ascendance","","Restoration.Shaman"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Demonic Calling","","Demonology.Warlock"
"Warlock","Demonology","Dark Pact","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Mortal Coil","","Demonology.Warlock"
"Warlock","Demonology","Grimoire: Felguard","","Demonology.Warlock"
"Warlock","Demonology","Demonic Consumption","","Demonology.Warlock"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Angelic Feather","","Discipline.Priest"
"Priest","Discipline","Shield Discipline","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Monk","Mistweaver","Mist Wrap","","Mistweaver.Monk"
"Monk","Mistweaver","Chi Torpedo","","Mistweaver.Monk"
"Monk","Mistweaver","Mana Tea","","Mistweaver.Monk"
"Monk","Mistweaver","Ring of Peace","","Mistweaver.Monk"
"Monk","Mistweaver","Healing Elixir","","Mistweaver.Monk"
"Monk","Mistweaver","Summon Jade Serpent Statue","","Mistweaver.Monk"
"Monk","Mistweaver","Focused Thunder","","Mistweaver.Monk"
"Monk","Mistweaver","Upwelling","","Mistweaver.Monk"
"Druid","Guardian","Brambles","","Guardian.Druid"
"Druid","Guardian","Wild Charge","","Guardian.Druid"
"Druid","Guardian","Balance Affinity","","Guardian.Druid"
"Druid","Guardian","Mighty Bash","","Guardian.Druid"
"Druid","Guardian","Incarnation: Guardian of Ursoc","","Guardian.Druid"
"Druid","Guardian","Survival of the Fittest","","Guardian.Druid"
"Druid","Guardian","Rend and Tear","","Guardian.Druid"
"Warrior","Fury","Sudden Death","","Fury.Warrior"
"Warrior","Fury","Storm Bolt","","Fury.Warrior"
"Warrior","Fury","Frenzy","","Fury.Warrior"
"Warrior","Fury","Warpaint","","Fury.Warrior"
"Warrior","Fury","Cruelty","","Fury.Warrior"
"Warrior","Fury","Bladestorm","","Fury.Warrior"
"Warrior","Fury","Anger Management","","Fury.Warrior"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Soul Rending","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Soul Rending","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Monk","Mistweaver","Mist Wrap","","Mistweaver.Monk"
"Monk","Mistweaver","Chi Torpedo","","Mistweaver.Monk"
"Monk","Mistweaver","Lifecycles","","Mistweaver.Monk"
"Monk","Mistweaver","Ring of Peace","","Mistweaver.Monk"
"Monk","Mistweaver","Healing Elixir","","Mistweaver.Monk"
"Monk","Mistweaver","Summon Jade Serpent Statue","","Mistweaver.Monk"
"Monk","Mistweaver","Focused Thunder","","Mistweaver.Monk"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Stellar Drift","","Balance.Druid"
"Druid","Balance","Solstice","","Balance.Druid"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Mage","Arcane","Amplification","","Arcane.Mage"
"Mage","Arcane","Master of Time","","Arcane.Mage"
"Mage","Arcane","Incanter's Flow","","Arcane.Mage"
"Mage","Arcane","Resonance","","Arcane.Mage"
"Mage","Arcane","Chrono Shift","","Arcane.Mage"
"Mage","Arcane","Arcane Orb","","Arcane.Mage"
"Mage","Arcane","Enlightened","","Arcane.Mage"
"Warrior","Fury","Sudden Death","","Fury.Warrior"
"Warrior","Fury","Impending Victory","","Fury.Warrior"
"Warrior","Fury","Frenzy","","Fury.Warrior"
"Warrior","Fury","Warpaint","","Fury.Warrior"
"Warrior","Fury","Cruelty","","Fury.Warrior"
"Warrior","Fury","Bladestorm","","Fury.Warrior"
"Warrior","Fury","Anger Management","","Fury.Warrior"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Masochism","","Discipline.Priest"
"Priest","Discipline","Mindbender","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Priest","Holy","Enlightenment","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Shining Force","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"DemonHunter","Havoc","Blind Fury","","Havoc.DemonHunter"
"DemonHunter","Havoc","Insatiable Hunger","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","Cycle of Hatred","","Havoc.DemonHunter"
"DemonHunter","Havoc","Master of the Glaive","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Stellar Drift","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Paladin","Retribution","Zeal","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Unbreakable Spirit","","Retribution.Paladin"
"Paladin","Retribution","Divine Purpose","","Retribution.Paladin"
"Paladin","Retribution","Healing Hands","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Warlock","Affliction","Inevitable Demise","","Affliction.Warlock"
"Warlock","Affliction","Writhe in Agony","","Affliction.Warlock"
"Warlock","Affliction","Dark Pact","","Affliction.Warlock"
"Warlock","Affliction","Phantom Singularity","","Affliction.Warlock"
"Warlock","Affliction","Mortal Coil","","Affliction.Warlock"
"Warlock","Affliction","Grimoire of Sacrifice","","Affliction.Warlock"
"Warlock","Affliction","Dark Soul: Misery","","Affliction.Warlock"
"Paladin","Retribution","Zeal","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Cavalier","","Retribution.Paladin"
"Paladin","Retribution","Divine Purpose","","Retribution.Paladin"
"Paladin","Retribution","Healing Hands","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Priest","Discipline","Twist of Fate","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Shining Force","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Wild Charge","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Starlord","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Fury of Elune","","Balance.Druid"
"Druid","Balance","Nature's Balance","","Balance.Druid"
"Druid","Balance","Tiger Dash","","Balance.Druid"
"Druid","Balance","Guardian Affinity","","Balance.Druid"
"Druid","Balance","Mass Entanglement","","Balance.Druid"
"Druid","Balance","Incarnation: Chosen of Elune","","Balance.Druid"
"Druid","Balance","Twin Moons","","Balance.Druid"
"Druid","Balance","Solstice","","Balance.Druid"
"Warlock","Destruction","Flashover","","Destruction.Warlock"
"Warlock","Destruction","Reverse Entropy","","Destruction.Warlock"
"Warlock","Destruction","Dark Pact","","Destruction.Warlock"
"Warlock","Destruction","Cataclysm","","Destruction.Warlock"
"Warlock","Destruction","Mortal Coil","","Destruction.Warlock"
"Warlock","Destruction","Rain of Chaos","","Destruction.Warlock"
"Warlock","Destruction","Dark Soul: Instability","","Destruction.Warlock"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Soul Rending","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Hunter","Marksmanship","Master Marksman","","Marksmanship.Hunter"
"Hunter","Marksmanship","Careful Aim","","Marksmanship.Hunter"
"Hunter","Marksmanship","Camouflage","","Marksmanship.Hunter"
"Hunter","Marksmanship","Streamline","","Marksmanship.Hunter"
"Hunter","Marksmanship","Posthaste","","Marksmanship.Hunter"
"Hunter","Marksmanship","Double Tap","","Marksmanship.Hunter"
"Hunter","Marksmanship","Lock and Load","","Marksmanship.Hunter"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Demonic Calling","","Demonology.Warlock"
"Warlock","Demonology","Demon Skin","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Howl of Terror","","Demonology.Warlock"
