"Class","Spec","Talent","Talent.Level","Spec.Class"
"Rogue","Assassination","Elusiveness","","Assassination.Rogue"
"Rogue","Assassination","Internal Bleeding","","Assassination.Rogue"
"Rogue","Assassination","Alacrity","","Assassination.Rogue"
"Rogue","Assassination","Poison Bomb","","Assassination.Rogue"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Shadow Focus","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Warrior","Arms","Sudden Death","","Arms.Warrior"
"Warrior","Arms","Storm Bolt","","Arms.Warrior"
"Warrior","Arms","Massacre","","Arms.Warrior"
"Warrior","Arms","Defensive Stance","","Arms.Warrior"
"Warrior","Arms","Warbreaker","","Arms.Warrior"
"Warrior","Arms","Avatar","","Arms.Warrior"
"Warrior","Arms","Dreadnaught","","Arms.Warrior"
"Druid","Feral","Sabertooth","","Feral.Druid"
"Druid","Feral","Wild Charge","","Feral.Druid"
"Druid","Feral","Restoration Affinity","","Feral.Druid"
"Druid","Feral","Mighty Bash","","Feral.Druid"
"Druid","Feral","Soul of the Forest","","Feral.Druid"
"Druid","Feral","Brutal Slash","","Feral.Druid"
"Druid","Feral","Feral Frenzy","","Feral.Druid"
"Monk","Mistweaver","Mist Wrap","","Mistweaver.Monk"
"Monk","Mistweaver","Chi Torpedo","","Mistweaver.Monk"
"Monk","Mistweaver","Mana Tea","","Mistweaver.Monk"
"Monk","Mistweaver","Ring of Peace","","Mistweaver.Monk"
"Monk","Mistweaver","Healing Elixir","","Mistweaver.Monk"
"Monk","Mistweaver","Summon Jade Serpent Statue","","Mistweaver.Monk"
"Monk","Mistweaver","Focused Thunder","","Mistweaver.Monk"
"Druid","Feral","Sabertooth","","Feral.Druid"
"Druid","Feral","Wild Charge","","Feral.Druid"
"Druid","Feral","Guardian Affinity","","Feral.Druid"
"Druid","Feral","Mighty Bash","","Feral.Druid"
"Druid","Feral","Soul of the Forest","","Feral.Druid"
"Druid","Feral","Brutal Slash","","Feral.Druid"
"Druid","Feral","Bloodtalons","","Feral.Druid"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Shadow Focus","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Paladin","Retribution","Righteous Verdict","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Unbreakable Spirit","","Retribution.Paladin"
"Paladin","Retribution","Seraphim","","Retribution.Paladin"
"Paladin","Retribution","Selfless Healer","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Druid","Feral","Lunar Inspiration","","Feral.Druid"
"Druid","Feral","Wild Charge","","Feral.Druid"
"Druid","Feral","Guardian Affinity","","Feral.Druid"
"Druid","Feral","Mighty Bash","","Feral.Druid"
"Druid","Feral","Soul of the Forest","","Feral.Druid"
"Druid","Feral","Brutal Slash","","Feral.Druid"
"Druid","Feral","Feral Frenzy","","Feral.Druid"
"Priest","Discipline","Castigation","","Discipline.Priest"
"Priest","Discipline","Angelic Feather","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Psychic Voice","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"Rogue","Assassination","Elaborate Planning","","Assassination.Rogue"
"Rogue","Assassination","Master Assassin","","Assassination.Rogue"
"Rogue","Assassination","Deeper Stratagem","","Assassination.Rogue"
"Rogue","Assassination","Cheat Death","","Assassination.Rogue"
"Rogue","Assassination","Internal Bleeding","","Assassination.Rogue"
"Rogue","Assassination","Alacrity","","Assassination.Rogue"
"Rogue","Assassination","Poison Bomb","","Assassination.Rogue"
"Priest","Holy","Trail of Light","","Holy.Priest"
"Priest","Holy","Body and Soul","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Censure","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"Paladin","Holy","Bestow Faith","","Holy.Paladin"
"Paladin","Holy","Saved by the Light","","Holy.Paladin"
"Paladin","Holy","Blinding Light","","Holy.Paladin"
"Paladin","Holy","Cavalier","","Holy.Paladin"
"Paladin","Holy","Divine Purpose","","Holy.Paladin"
"Paladin","Holy","Awakening","","Holy.Paladin"
"Paladin","Holy","Beacon of Faith","","Holy.Paladin"
"Priest","Shadow","Unfurling Darkness","","Shadow.Priest"
"Priest","Shadow","Intangibility","","Shadow.Priest"
"Priest","Shadow","Misery","","Shadow.Priest"
"Priest","Shadow","Searing Nightmare","","Shadow.Priest"
"Priest","Shadow","Psychic Horror","","Shadow.Priest"
"Priest","Shadow","Auspicious Spirits","","Shadow.Priest"
"Priest","Shadow","Damnation","","Shadow.Priest"
"Priest","Shadow","Hungering Void","","Shadow.Priest"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Monk","Windwalker","Eye of the Tiger","","Windwalker.Monk"
"Monk","Windwalker","Chi Torpedo","","Windwalker.Monk"
"Monk","Windwalker","Tiger's Lust","","Windwalker.Monk"
"Monk","Windwalker","Fist of the White Tiger","","Windwalker.Monk"
"Monk","Windwalker","Ring of Peace","","Windwalker.Monk"
"Monk","Windwalker","Diffuse Magic","","Windwalker.Monk"
"Monk","Windwalker","Dance of Chi-Ji","","Windwalker.Monk"
"Monk","Windwalker","Whirling Dragon Punch","","Windwalker.Monk"
"Priest","Shadow","Unfurling Darkness","","Shadow.Priest"
"Priest","Shadow","Intangibility","","Shadow.Priest"
"Priest","Shadow","Misery","","Shadow.Priest"
"Priest","Shadow","Searing Nightmare","","Shadow.Priest"
"Priest","Shadow","Psychic Horror","","Shadow.Priest"
"Priest","Shadow","Auspicious Spirits","","Shadow.Priest"
"Priest","Shadow","Damnation","","Shadow.Priest"
"Priest","Shadow","Hungering Void","","Shadow.Priest"
"Warrior","Arms","Sudden Death","","Arms.Warrior"
"Warrior","Arms","Impending Victory","","Arms.Warrior"
"Warrior","Arms","Massacre","","Arms.Warrior"
"Warrior","Arms","Defensive Stance","","Arms.Warrior"
"Warrior","Arms","Warbreaker","","Arms.Warrior"
"Warrior","Arms","Avatar","","Arms.Warrior"
"Warrior","Arms","Dreadnaught","","Arms.Warrior"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Subterfuge","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Soothing Darkness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Paladin","Retribution","Zeal","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Unbreakable Spirit","","Retribution.Paladin"
"Paladin","Retribution","Divine Purpose","","Retribution.Paladin"
"Paladin","Retribution","Healing Hands","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Priest","Holy","Renewed Faith","","Holy.Priest"
"Priest","Holy","Body and Soul","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Censure","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"Druid","Restoration","Cenarion Ward","","Restoration.Druid"
"Druid","Restoration","Wild Charge","","Restoration.Druid"
"Druid","Restoration","Feral Affinity","","Restoration.Druid"
"Druid","Restoration","Mighty Bash","","Restoration.Druid"
"Druid","Restoration","Soul of the Forest","","Restoration.Druid"
"Druid","Restoration","Overgrowth","","Restoration.Druid"
"Druid","Restoration","Flourish","","Restoration.Druid"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Power Siphon","","Demonology.Warlock"
"Warlock","Demonology","Dark Pact","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Mortal Coil","","Demonology.Warlock"
"Warlock","Demonology","Inner Demons","","Demonology.Warlock"
"Warlock","Demonology","Sacrificed Souls","","Demonology.Warlock"
"Shaman","Restoration","Unleash Life","","Restoration.Shaman"
"Shaman","Restoration","Echo of the Elements","","Restoration.Shaman"
"Shaman","Restoration","Spirit Wolf","","Restoration.Shaman"
"Shaman","Restoration","Earthen Wall Totem","","Restoration.Shaman"
"Shaman","Restoration","Graceful Spirit","","Restoration.Shaman"
"Shaman","Restoration","Cloudburst Totem","","Restoration.Shaman"
"Shaman","Restoration","Wellspring","","Restoration.Shaman"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Paladin","Holy","Bestow Faith","","Holy.Paladin"
"Paladin","Holy","Saved by the Light","","Holy.Paladin"
"Paladin","Holy","Blinding Light","","Holy.Paladin"
"Paladin","Holy","Unbreakable Spirit","","Holy.Paladin"
"Paladin","Holy","Divine Purpose","","Holy.Paladin"
"Paladin","Holy","Awakening","","Holy.Paladin"
"Paladin","Holy","Beacon of Faith","","Holy.Paladin"
"Paladin","Holy","Bestow Faith","","Holy.Paladin"
"Paladin","Holy","Saved by the Light","","Holy.Paladin"
"Paladin","Holy","Repentance","","Holy.Paladin"
"Paladin","Holy","Unbreakable Spirit","","Holy.Paladin"
"Paladin","Holy","Divine Purpose","","Holy.Paladin"
"Paladin","Holy","Awakening","","Holy.Paladin"
"Paladin","Holy","Beacon of Faith","","Holy.Paladin"
"Warrior","Arms","Sudden Death","","Arms.Warrior"
"Warrior","Arms","Storm Bolt","","Arms.Warrior"
"Warrior","Arms","Massacre","","Arms.Warrior"
"Warrior","Arms","Defensive Stance","","Arms.Warrior"
"Warrior","Arms","Warbreaker","","Arms.Warrior"
"Warrior","Arms","Avatar","","Arms.Warrior"
"Warrior","Arms","Dreadnaught","","Arms.Warrior"
"Monk","Brewmaster","Eye of the Tiger","","Brewmaster.Monk"
"Monk","Brewmaster","Tiger's Lust","","Brewmaster.Monk"
"Monk","Brewmaster","Light Brewing","","Brewmaster.Monk"
"Monk","Brewmaster","Ring of Peace","","Brewmaster.Monk"
"Monk","Brewmaster","Bob and Weave","","Brewmaster.Monk"
"Monk","Brewmaster","Rushing Jade Wind","","Brewmaster.Monk"
"Monk","Brewmaster","High Tolerance","","Brewmaster.Monk"
"Priest","Holy","Renewed Faith","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Psychic Voice","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"Warlock","Affliction","Inevitable Demise","","Affliction.Warlock"
"Warlock","Affliction","Writhe in Agony","","Affliction.Warlock"
"Warlock","Affliction","Dark Pact","","Affliction.Warlock"
"Warlock","Affliction","Phantom Singularity","","Affliction.Warlock"
"Warlock","Affliction","Howl of Terror","","Affliction.Warlock"
"Warlock","Affliction","Grimoire of Sacrifice","","Affliction.Warlock"
"Warlock","Affliction","Dark Soul: Misery","","Affliction.Warlock"
"Priest","Shadow","Fortress of the Mind","","Shadow.Priest"
"Priest","Shadow","Body and Soul","","Shadow.Priest"
"Priest","Shadow","Searing Nightmare","","Shadow.Priest"
"Priest","Shadow","Last Word","","Shadow.Priest"
"Priest","Shadow","Shadow Crash","","Shadow.Priest"
"Priest","Shadow","Mindbender","","Shadow.Priest"
"Priest","Shadow","Hungering Void","","Shadow.Priest"
"Shaman","Elemental","Echo of the Elements","","Elemental.Shaman"
"Shaman","Elemental","Echoing Shock","","Elemental.Shaman"
"Shaman","Elemental","Earth Shield","","Elemental.Shaman"
"Shaman","Elemental","Master of the Elements","","Elemental.Shaman"
"Shaman","Elemental","Nature's Guardian","","Elemental.Shaman"
"Shaman","Elemental","Primal Elementalist","","Elemental.Shaman"
"Shaman","Elemental","Stormkeeper","","Elemental.Shaman"
"Hunter","Beast Mastery","Animal Companion","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Scent of Blood","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Camouflage","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","A Murder of Crows","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Binding Shot","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Stomp","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Aspect of the Beast","","Beast Mastery.Hunter"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Soul Rending","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Priest","Holy","Renewed Faith","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Psychic Voice","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"Shaman","Enhancement","Elemental Blast","","Enhancement.Shaman"
"Shaman","Enhancement","Stormflurry","","Enhancement.Shaman"
"Shaman","Enhancement","Earth Shield","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Assault","","Enhancement.Shaman"
"Shaman","Enhancement","Nature's Guardian","","Enhancement.Shaman"
"Shaman","Enhancement","Sundering","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Spirits","","Enhancement.Shaman"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Cheat Death","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Priest","Discipline","Castigation","","Discipline.Priest"
"Priest","Discipline","Body and Soul","","Discipline.Priest"
"Priest","Discipline","Power Word: Solace","","Discipline.Priest"
"Priest","Discipline","Psychic Voice","","Discipline.Priest"
"Priest","Discipline","Sins of the Many","","Discipline.Priest"
"Priest","Discipline","Purge the Wicked","","Discipline.Priest"
"Priest","Discipline","Lenience","","Discipline.Priest"
"DeathKnight","Unholy","Infected Claws","","Unholy.DeathKnight"
"DeathKnight","Unholy","Bursting Sores","","Unholy.DeathKnight"
"DeathKnight","Unholy","Asphyxiate","","Unholy.DeathKnight"
"DeathKnight","Unholy","Harbinger of Doom","","Unholy.DeathKnight"
"DeathKnight","Unholy","Wraith Walk","","Unholy.DeathKnight"
"DeathKnight","Unholy","Unholy Pact","","Unholy.DeathKnight"
"DeathKnight","Unholy","Army of the Damned","","Unholy.DeathKnight"
"Hunter","Beast Mastery","Animal Companion","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Scent of Blood","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Camouflage","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Thrill of the Hunt","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Posthaste","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Stomp","","Beast Mastery.Hunter"
"Hunter","Beast Mastery","Aspect of the Beast","","Beast Mastery.Hunter"
"DemonHunter","Havoc","Felblade","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demon Blades","","Havoc.DemonHunter"
"DemonHunter","Havoc","Unbound Chaos","","Havoc.DemonHunter"
"DemonHunter","Havoc","Netherwalk","","Havoc.DemonHunter"
"DemonHunter","Havoc","First Blood","","Havoc.DemonHunter"
"DemonHunter","Havoc","Fel Eruption","","Havoc.DemonHunter"
"DemonHunter","Havoc","Demonic","","Havoc.DemonHunter"
"Mage","Fire","Firestarter","","Fire.Mage"
"Mage","Fire","Shimmer","","Fire.Mage"
"Mage","Fire","Rune of Power","","Fire.Mage"
"Mage","Fire","Flame On","","Fire.Mage"
"Mage","Fire","Ring of Frost","","Fire.Mage"
"Mage","Fire","Living Bomb","","Fire.Mage"
"Mage","Fire","Kindling","","Fire.Mage"
"Paladin","Retribution","Zeal","","Retribution.Paladin"
"Paladin","Retribution","Blade of Wrath","","Retribution.Paladin"
"Paladin","Retribution","Fist of Justice","","Retribution.Paladin"
"Paladin","Retribution","Unbreakable Spirit","","Retribution.Paladin"
"Paladin","Retribution","Seraphim","","Retribution.Paladin"
"Paladin","Retribution","Healing Hands","","Retribution.Paladin"
"Paladin","Retribution","Sanctified Wrath","","Retribution.Paladin"
"Hunter","Marksmanship","Serpent Sting","","Marksmanship.Hunter"
"Hunter","Marksmanship","Careful Aim","","Marksmanship.Hunter"
"Hunter","Marksmanship","Camouflage","","Marksmanship.Hunter"
"Hunter","Marksmanship","Streamline","","Marksmanship.Hunter"
"Hunter","Marksmanship","Posthaste","","Marksmanship.Hunter"
"Hunter","Marksmanship","Double Tap","","Marksmanship.Hunter"
"Hunter","Marksmanship","Lock and Load","","Marksmanship.Hunter"
"Monk","Windwalker","Chi Burst","","Windwalker.Monk"
"Monk","Windwalker","Chi Torpedo","","Windwalker.Monk"
"Monk","Windwalker","Tiger's Lust","","Windwalker.Monk"
"Monk","Windwalker","Fist of the White Tiger","","Windwalker.Monk"
"Monk","Windwalker","Ring of Peace","","Windwalker.Monk"
"Monk","Windwalker","Diffuse Magic","","Windwalker.Monk"
"Monk","Windwalker","Dance of Chi-Ji","","Windwalker.Monk"
"Monk","Windwalker","Whirling Dragon Punch","","Windwalker.Monk"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Subterfuge","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Priest","Holy","Trail of Light","","Holy.Priest"
"Priest","Holy","Body and Soul","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Censure","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Light of the Naaru","","Holy.Priest"
"Paladin","Holy","Bestow Faith","","Holy.Paladin"
"Paladin","Holy","Saved by the Light","","Holy.Paladin"
"Paladin","Holy","Blinding Light","","Holy.Paladin"
"Paladin","Holy","Unbreakable Spirit","","Holy.Paladin"
"Paladin","Holy","Divine Purpose","","Holy.Paladin"
"Paladin","Holy","Awakening","","Holy.Paladin"
"Paladin","Holy","Beacon of Faith","","Holy.Paladin"
"Monk","Windwalker","Chi Wave","","Windwalker.Monk"
"Monk","Windwalker","Tiger's Lust","","Windwalker.Monk"
"Monk","Windwalker","Ascension","","Windwalker.Monk"
"Monk","Windwalker","Ring of Peace","","Windwalker.Monk"
"Monk","Windwalker","Diffuse Magic","","Windwalker.Monk"
"Monk","Windwalker","Hit Combo","","Windwalker.Monk"
"Monk","Windwalker","Whirling Dragon Punch","","Windwalker.Monk"
"Warrior","Fury","Fresh Meat","","Fury.Warrior"
"Warrior","Fury","Storm Bolt","","Fury.Warrior"
"Warrior","Fury","Massacre","","Fury.Warrior"
"Warrior","Fury","Bounding Stride","","Fury.Warrior"
"Warrior","Fury","Cruelty","","Fury.Warrior"
"Warrior","Fury","Bladestorm","","Fury.Warrior"
"Warrior","Fury","Anger Management","","Fury.Warrior"
"Hunter","Survival","Alpha Predator","","Survival.Hunter"
"Hunter","Survival","Guerrilla Tactics","","Survival.Hunter"
"Hunter","Survival","Natural Mending","","Survival.Hunter"
"Hunter","Survival","Bloodseeker","","Survival.Hunter"
"Hunter","Survival","Posthaste","","Survival.Hunter"
"Hunter","Survival","Tip of the Spear","","Survival.Hunter"
"Hunter","Survival","Wildfire Infusion","","Survival.Hunter"
"Mage","Frost","Lonely Winter","","Frost.Mage"
"Mage","Frost","Shimmer","","Frost.Mage"
"Mage","Frost","Incanter's Flow","","Frost.Mage"
"Mage","Frost","Frozen Touch","","Frost.Mage"
"Mage","Frost","Frigid Winds","","Frost.Mage"
"Mage","Frost","Freezing Rain","","Frost.Mage"
"Mage","Frost","Thermal Void","","Frost.Mage"
"Druid","Feral","Sabertooth","","Feral.Druid"
"Druid","Feral","Wild Charge","","Feral.Druid"
"Druid","Feral","Guardian Affinity","","Feral.Druid"
"Druid","Feral","Mighty Bash","","Feral.Druid"
"Druid","Feral","Soul of the Forest","","Feral.Druid"
"Druid","Feral","Brutal Slash","","Feral.Druid"
"Druid","Feral","Bloodtalons","","Feral.Druid"
"Paladin","Holy","Bestow Faith","","Holy.Paladin"
"Paladin","Holy","Saved by the Light","","Holy.Paladin"
"Paladin","Holy","Blinding Light","","Holy.Paladin"
"Paladin","Holy","Cavalier","","Holy.Paladin"
"Paladin","Holy","Divine Purpose","","Holy.Paladin"
"Paladin","Holy","Awakening","","Holy.Paladin"
"Paladin","Holy","Beacon of Faith","","Holy.Paladin"
"Priest","Holy","Trail of Light","","Holy.Priest"
"Priest","Holy","Angelic Feather","","Holy.Priest"
"Priest","Holy","Guardian Angel","","Holy.Priest"
"Priest","Holy","Psychic Voice","","Holy.Priest"
"Priest","Holy","Surge of Light","","Holy.Priest"
"Priest","Holy","Benediction","","Holy.Priest"
"Priest","Holy","Apotheosis","","Holy.Priest"
"Shaman","Restoration","Unleash Life","","Restoration.Shaman"
"Shaman","Restoration","Echo of the Elements","","Restoration.Shaman"
"Shaman","Restoration","Earthgrab Totem","","Restoration.Shaman"
"Shaman","Restoration","Earthen Wall Totem","","Restoration.Shaman"
"Shaman","Restoration","Nature's Guardian","","Restoration.Shaman"
"Shaman","Restoration","Flash Flood","","Restoration.Shaman"
"Shaman","Restoration","Ascendance","","Restoration.Shaman"
"Shaman","Enhancement","Elemental Blast","","Enhancement.Shaman"
"Shaman","Enhancement","Stormflurry","","Enhancement.Shaman"
"Shaman","Enhancement","Earth Shield","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Assault","","Enhancement.Shaman"
"Shaman","Enhancement","Nature's Guardian","","Enhancement.Shaman"
"Shaman","Enhancement","Sundering","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Spirits","","Enhancement.Shaman"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Power Siphon","","Demonology.Warlock"
"Warlock","Demonology","Demon Skin","","Demonology.Warlock"
"Warlock","Demonology","From the Shadows","","Demonology.Warlock"
"Warlock","Demonology","Mortal Coil","","Demonology.Warlock"
"Warlock","Demonology","Inner Demons","","Demonology.Warlock"
"Warlock","Demonology","Sacrificed Souls","","Demonology.Warlock"
"Warrior","Arms","Sudden Death","","Arms.Warrior"
"Warrior","Arms","Storm Bolt","","Arms.Warrior"
"Warrior","Arms","Massacre","","Arms.Warrior"
"Warrior","Arms","Defensive Stance","","Arms.Warrior"
"Warrior","Arms","Warbreaker","","Arms.Warrior"
"Warrior","Arms","Avatar","","Arms.Warrior"
"Warrior","Arms","Dreadnaught","","Arms.Warrior"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Shaman","Enhancement","Lashing Flames","","Enhancement.Shaman"
"Shaman","Enhancement","Hot Hand","","Enhancement.Shaman"
"Shaman","Enhancement","Earth Shield","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Assault","","Enhancement.Shaman"
"Shaman","Enhancement","Nature's Guardian","","Enhancement.Shaman"
"Shaman","Enhancement","Sundering","","Enhancement.Shaman"
"Shaman","Enhancement","Elemental Spirits","","Enhancement.Shaman"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Subterfuge","","Subtlety.Rogue"
"Rogue","Subtlety","Marked for Death","","Subtlety.Rogue"
"Rogue","Subtlety","Elusiveness","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Premeditation","","Subtlety.Rogue"
"Rogue","Subtlety","Nightstalker","","Subtlety.Rogue"
"Rogue","Subtlety","Deeper Stratagem","","Subtlety.Rogue"
"Rogue","Subtlety","Cheat Death","","Subtlety.Rogue"
"Rogue","Subtlety","Prey on the Weak","","Subtlety.Rogue"
"Rogue","Subtlety","Enveloping Shadows","","Subtlety.Rogue"
"Rogue","Subtlety","Master of Shadows","","Subtlety.Rogue"
"Warlock","Demonology","Dreadlash","","Demonology.Warlock"
"Warlock","Demonology","Power Siphon","","Demonology.Warlock"
"Warlock","Demonology","Dark Pact","","Demonology.Warlock"
